# Engineering Exam Flashcards - Anki Import Format,,
# Front,Back,Tags
"A 500,000 ft2 area is excavated to construct a manufacturing plant. The foundation is expected to be partially on sandy silt and partially on rock. One geotechnical report estimates that the foundation is 25% sandy silt, and another report estimates that the foundation is 55% sandy silt. The unit cost to excavate sandy-silt type material is $100/ft2, and it costs $300/ft2 to excavate the rock to the specified depth. The owner gives the first report twice the weight of the second report. The foundation cost expected by the owner is most nearly<br><br>[latex]A[/latex]<br><br>$100M<br><br>[latex]B[/latex]<br><br>$107M<br><br>[latex]C[/latex]<br><br>$110M<br><br>[latex]D[/latex]<br><br>$115M","Calculate the expected cost of each estimate.<br><img src=""images/000019.png""> <br>The weighted arithmetic mean of a set of values can be determined using the expression from the Engineering Probability and Statistics section of the *NCEES Handbook*.<br><img src=""images/000249.png""> <br>In this case, since one report is given twice the weight, <em>w</em><em>B</em> = 1, and <em>w</em><em>A</em> = 2. The weighted expected cost is<br><img src=""images/000674.png""> <br>***The answer is [latex]D[/latex].***",ME_Exam;Problem_10
"A data set consists of four points, as shown.<br>      <em>x</em> <em>y</em> <em>xy</em> <em>x</em>2   2 9 18 4   3 11 33 9   5 15 75 25   9 22 198 81  Î£ 19 57 324 119  <br>The mean standard error of estimate [latex]MSE[/latex] is most nearly<br><br>[latex]A[/latex]<br><br>0.061<br><br>[latex]B[/latex]<br><br>0.092<br><br>[latex]C[/latex]<br><br>2.3<br><br>[latex]D[/latex]<br><br>4.4","Use the formulas given in the Linear Regression and Goodness of Fit section of the *NCEES Handbook*. To evaluate the parameters in the regression equations, tabulate the data and use the summed values in the formulas.<br><img src=""images/000745.png""> <img src=""images/000025.png""> <img src=""images/000381.png"">  <br>***The answer is [latex]A[/latex].***",ME_Exam;Problem_11
"A cityâ€™s rainfall is modeled as a continuous random variable, <em>x</em>, and its probability, using the unit normal distribution, is described using the probability density function.<br><img src=""images/000607.png""> <br>The fraction of the year during which the rainfall is between 14 in and 16 in is most nearly<br><br>[latex]A[/latex]<br><br>0.33<br><br>[latex]B[/latex]<br><br>0.50<br><br>[latex]C[/latex]<br><br>0.68<br><br>[latex]D[/latex]<br><br>0.97","As noted in the probability and density functions table in the Engineering Probability and Statistics section of the *NCEES Handbook*, a function is said to be normally distributed if its density function is given by an expression of the form<br><img src=""images/000138.png""> <br>The given function is in the form of the normal distribution, with *Î¼* = 15 and *Ïƒ* = 1. Integrate the function to obtain the fraction<br><img src=""images/000111.png""> <br>The nondimensional parameter used in the unit normal distribution tables given in the Engineering Probability and Statistics section of the *NCEES Handbook* is<br><img src=""images/000363.png"">  <br>For <em>x</em> = 14,<br><img src=""images/000135.png"">  <br>For <em>x</em> = 16,<br><img src=""images/000613.png""> <br>Use the unit normal distribution method with tables. The unit normal distribution curve with the parameter <em>z</em> along its <em>x</em>-axis is shown. The area between <em>z</em> = âˆ’1 and <em>z</em> = 1 represents the area from 14 in to 16 in of rainfall.<br><img src=""images/000231.png"">  <br>From the Unit Normal Distribution table in the *NCEES Handbook*, the shaded area is<br><img src=""images/000776.png"">  <br>***The answer is [latex]C[/latex].***",ME_Exam;Problem_12
"From the following statements, which describe the Code of Engineering Ethics? Select all that apply.<br><br>[latex]A[/latex]<br><br>a set of guidelines that describe how a licensed engineer should behave professionally<br><br>[latex]B[/latex]<br><br>a set of aspirations that describe how a licensed engineer should behave professionally<br><br>[latex]C[/latex]<br><br>a set of rules that describe a licensed engineerâ€™s responsibilities to the public, clients, and other licensees<br><br>[latex]D[/latex]<br><br>a set of laws that describe how a licensed engineer should behave professionally<br><br>[latex]E[/latex]<br><br>a set of rules that incorporate criminal penalties","Ethics are a set of guidelines, rules, philosophical concepts, customs, norms, and aspirations for a licensee to follow. The Code articulates the ways in which moral and ethical principles apply to unique situations encountered in professional practice. It indicates to others that the professionals are seriously concerned about responsible and professional conduct. In some cases, it is impossible to comply with every aspect of the Code. Therefore, ethics are also called a set of aspirations that a licensed engineer should aim for. However, ethics are not subject to the law. As the late Chief Justice of the U.S. Supreme Court Earl Warren put it, â€œSociety would come to grief without ethics, which is unenforceable in the courts and cannot be made part of law. . . Not only does law in a civilized society presuppose ethical commitment, it presupposes the existence of a broad area of human conduct controlled only by ethical norms and not subject to law at all.â€<br><br>***The answer is [latex]A[/latex], [latex]B[/latex], and [latex]C[/latex].***",ME_Exam;Problem_13
An engineer develops a new idea to significantly reduce energy consumption in manufacturing plants. The engineer considers filing a patent application to the United States Patent and Trademark office [latex]USPTO[/latex]. Which categories of patents will the USPTO consider? Select all that apply.<br><br>[latex]A[/latex]<br><br>utility patent<br><br>[latex]B[/latex]<br><br>design patent<br><br>[latex]C[/latex]<br><br>plant patent<br><br>[latex]D[/latex]<br><br>energy patent<br><br>[latex]E[/latex]<br><br>efficiency patent,"A patent for an invention is the grant of a property right to the inventor, issued by the USPTO. According to the USPTO, there are three types of patents.<br><br>1.  <br>Utility patents may be granted to anyone who invents or discovers any new and useful process, machine, article of manufacture, or composition of matter, or any new and useful improvement thereof;<br><br>2.  <br>Design patents may be granted to anyone who invents a new, original, and ornamental design for an article of manufacture; and<br><br>3.  <br>Plant patents may be granted to anyone who invents or discovers and asexually reproduces any distinct and new variety of plant.<br><br>Other than these three, there is no other patent category.<br><br>***The answer is [latex]A[/latex], [latex]B[/latex], and [latex]C[/latex].***",ME_Exam;Problem_14
":DRILL_LAST_INTERVAL: 4.14<br>:DRILL_REPEATS_SINCE_FAIL: 2<br>:DRILL_TOTAL_REPEATS: 2<br>:DRILL_FAILURE_COUNT: 1<br>:DRILL_AVERAGE_QUALITY: 3.5<br>:DRILL_EASE: 2.6<br>:DRILL_LAST_QUALITY: 5<br>:DRILL_LAST_REVIEWED: [Y-10-08 Sun 21:%]<br><br>Which of the following statements are INCORRECT?<br><br>1.  <br>A mechanical engineer thinks of a new heat cycle to increase efficiency. Her idea is protected under the copyright laws.<br><br>2.  <br>A mechanical engineer thinks of a new heat cycle to increase efficiency and produces two-dimensional drawings. She keeps the drawings in a secure place. Her work is protected under the copyright laws.<br><br>3.  <br>A mechanical engineer examines the workings of a machine in a factory and builds a more efficient machine. She shows the new machine and her design drawings to the public. She is not guilty of copyright infringement.<br><br>4.  <br>A mechanical engineer examines the workings of a machine and builds a more efficient machine. She shows the machine and her design to the public. Her design may be patented.<br><br>[latex]A[/latex]<br><br>I only<br><br>[latex]B[/latex]<br><br>I and III<br><br>[latex]C[/latex]<br><br>II and IV<br><br>[latex]D[/latex]<br><br>I, III, and IV","See the *NCEES Handbook*, Ethics and Professional Practice: Intellectual Property section. One of the requirements to be protected under copyright laws is that the work must be tangible. Ideas are intangible and cannot be copyrighted. Therefore, statement I is incorrect.<br><br>To be protected under copyright laws, the work must be original, whether published or unpublished. Therefore, statement II is correct.<br><br>To be protected under copyright laws, the work must be original, whether published or unpublished. In this case, the engineer has her intellectual property right over the improvements she designed and implemented in the new machine. Her original work is not considered as copyright infringement. Therefore, statement III is correct.<br><br>As stated in the *NCEES Handbook*, a utility patent may be granted to anyone who discovers any new machine or article of manufacture. As such, she may be entitled to a utility patent to the extent of her discovery and invention. Statement IV is correct.<br><br>***The answer is [latex]A[/latex].***",ME_Exam;Problem_15
An engineering firm desires to reduce its risk arising out of its design work of its employees. Select the type of insurance that the firm should procure.<br><br>[latex]A[/latex]<br><br>general liability insurance<br><br>[latex]B[/latex]<br><br>comprehensive insurance<br><br>[latex]C[/latex]<br><br>engineerâ€™s hazard insurance<br><br>[latex]D[/latex]<br><br>negligence insurance,"See the *NCEES Handbook*, Ethics and Professional Practice *Model Rules*, Section 240.15 Rules of Professional Conduct. Engineers are required to perform their professional services at a reasonable standard of care. If an engineer falls short of this standard, the engineer can be found negligent, lacking competence, and committing errors and omission.<br><br>An engineerâ€™s liability of can be divided into two categories: professional liability and general liability. Accordingly, different insurance policies are needed to cover a claim arising out of acts and omission of the insured. As a buffer against the professional liability, an engineering firm can purchase insurance to protect itself and its employees. It is called errors and omissions [latex]E&O[/latex] insurance, professional liability [latex]PL[/latex] insurance, negligence insurance, or malpractice insurance. With the payment of the required premium, the E&O insurance protects the firm and its design professional employees from the full cost of defending against a negligence claim made by a client or others. Option D is correct. The insurance types listed in options A through C cover general or nonprofessional situations. For example, a firm can procure auto insurance to cover liabilities resulting from the employeesâ€™ use of their vehicles to conduct activities within the scope of their employment.<br><br>***The answer is [latex]D[/latex].***",ME_Exam;Problem_16
"A licensee should approve and seal only those design documents that<br><br>[latex]A[/latex]<br><br>meet the minimum requirements of a building code<br><br>[latex]B[/latex]<br><br>safeguard the life, health, and welfare of the public<br><br>[latex]C[/latex]<br><br>are personally prepared by them<br><br>[latex]D[/latex]<br><br>require all green or environmentally friendly materials","Meeting the minimum requirements of a building code may not yield sound design documents. The documents must conform to the accepted engineering standards in order to safeguard the life, health, property, and welfare of the public. Therefore, option A is incorrect.<br><br>According to the *NCEES Handbook*, Ethics and Professional Practice: *Model Rules*, Section 240.15 Rules of Professional Conduct, A, it is the paramount duty of an engineer to safeguard the life, health, and welfare of the public in conducting their professional service. Therefore, B is a correct option.<br><br>According to the *NCEES Handbook*, Ethics and Professional Practice: *Model Rules*, Section 240.15 Rules of Professional Conduct, B.2, licensees should meet two requirements before affixing their seal: [latex]1[/latex] plans or documents must be prepared under their responsible charge and [latex]2[/latex] must have competence in the area of design. Therefore, option C is incorrect.<br><br>Unless required by the contract with their client, there is no ethical requirement for a licensee to specify only green or environmentally friendly materials in design. According to the *NCEES Handbook*, Ethics and Professional Practice: Societal Considerations section, the engineers must consider sustainable principles, as a part of the societal considerations. Therefore, option D is incorrect.<br><br>***The answer is [latex]B[/latex].***",ME_Exam;Problem_17
"A licensee makes a professional judgment that is overruled. The licensee believes that the life, health, property, or welfare of the public is endangered. Who should the licensee inform?<br><br>[latex]A[/latex]<br><br>the licenseeâ€™s employer<br><br>[latex]B[/latex]<br><br>the licenseeâ€™s client<br><br>[latex]C[/latex]<br><br>other authorities as may be appropriate<br><br>[latex]D[/latex]<br><br>A or B, and C","A licensee who is an employee should inform the licenseeâ€™s employer. A self-employed licensee should inform the licenseeâ€™s client. In addition, a licensee should inform other authorities as appropriate. See *Model Rules*, Section 240.15 Rules of Professional Conduct, A.3, in the *NCEES Handbook.*<br><br>***The answer is [latex]D[/latex].***",ME_Exam;Problem_18
"An engineer owns a design firm that generates $1 million per year in gross fees. He calculates that he receives $100,000 per year in profits after paying all employee salaries, benefits, and other expenses. Assume zero inflation and no growth. If the expected rate of return is 10%, the fair market price of the firm is most nearly<br><br>[latex]A[/latex]<br><br>$600,000<br><br>[latex]B[/latex]<br><br>$1,000,000<br><br>[latex]C[/latex]<br><br>$1,600,000<br><br>[latex]D[/latex]<br><br>$6,000,000","The firm would earn a uniform amount, <em>A</em>, of $100,000/yr from now to perpetuity. The amount, *A,* is assumed to be inflation-adjusted. It would not increase since there is no growth. The rate of return*, i*, is 10%, or 0.1. The Engineering Economics section of the *NCEES Handbook* provides the capitalized costs formula. Using the formula, the present value of the firm is<br><img src=""images/000709.png""> <br>***The answer is [latex]B[/latex].***",ME_Exam;Problem_19
"An engineering firm at present gets its drawings printed at a local blueprint facility. The firm is considering buying a new printer for printing its drawings in house. The printer costs $40,000, and the annual operational and insurance cost is $3000. Its life expectancy is 5 years with no salvage value. The printer is expected to generate $15,000 per year in savings for the firm. The rate of return on the printer, as an annual percentage, is most nearly<br><br>[latex]A[/latex]<br><br>9.0%<br><br>[latex]B[/latex]<br><br>12%<br><br>[latex]C[/latex]<br><br>15%<br><br>[latex]D[/latex]<br><br>16%","The initial cost and annual cost are both expenses. The rate of return [latex]ROR[/latex] on the investment is unknown. No factor table is available to determine ROR precisely. However, it can be determined by interpolating between two applicable factor tables. Equate the expenses and returns [latex]in thousand dollars[/latex].<br><img src=""images/000662.png""> <br>The factor tables for 12% and 18% provide *P/A* factors from which the required ROR can be interpolated.<br><img src=""images/000234.png""> <br>Use linear interpolation between the 12% and 18% interest rates and their ROR. Use the line equation from the Mathematics section of the *NCEES Handbook*.<br><img src=""images/000434.png""> <br>***The answer is [latex]C[/latex].***",ME_Exam;Problem_20
"A concrete mix requires two admixtures: a minimum of 3 doses but no more than 9 doses of admixture A, and a minimum of 8 doses of admixture B. The maximum sum of both doses is 16. The costs of admixtures A and B are $4 and $12 per dose, respectively. The least cost of admixtures to produce the mix is most nearly<br><br>[latex]A[/latex]<br><br>$101<br><br>[latex]B[/latex]<br><br>$108<br><br>[latex]C[/latex]<br><br>$192<br><br>[latex]D[/latex]<br><br>$216","Assume that the concrete mix contains <em>x</em> units of admixture A and <em>y</em> units of admixture B. Calculate the mix cost, <em>W</em>, as<br><img src=""images/000635.png""> <br>The mix requires both admixtures. To keep the mix cost to a minimum, three conditions must be satisfied.<br><img src=""images/000542.png""> <br>Graph the conditions as shown. The shaded area bound by the three points marked 1, 2, and 3 represents the limits that satisfy the inequalities. The mix cost <em>W</em> lies within or at the boundaries of the shaded area. The value of <em>W</em> closest to the origin would yield the minimum mix cost. Compute the cost for the three corners of the shaded area. By inspection, the corner [latex]3,8[/latex] is located closest to the origin and provides the least expensive mix design.<br><img src=""images/000195.png"">  <br>Determine the minimum cost, <em>W</em>min, as<br><img src=""images/000071.png"">  <br>***The answer is [latex]B[/latex].***",ME_Exam;Problem_21
"A machine is covered by the manufacturerâ€™s warranty for the first year. After this, the repair cost is expected to be as follows.<br>     cost amount    at the end of year 2 $1000  at the end of year 3 $2000  at the end of year 4 $3000  at the end of year 5 $4000  <br>The interest rate is 8%. The annual equivalent repair cost is most nearly<br><br>[latex]A[/latex]<br><br>$1800<br><br>[latex]B[/latex]<br><br>$2000<br><br>[latex]C[/latex]<br><br>$2200<br><br>[latex]D[/latex]<br><br>$2400","The cost grows linearly, as shown.<br><img src=""images/000190.png"">  <br>The growth increment is <em>G</em> = $1000. From the factor table,<br><img src=""images/000140.png""> <br>***The answer is [latex]A[/latex].***",ME_Exam;Problem_22
"A design firm anticipates that it will need to upgrade its computers and drafting system in 5 years. The upgrade will cost $500,000. The firm makes deposits every month into an account that earns 0.5% interest compounded monthly. The minimum amount of money the firm should deposit every month to save for the anticipated cost is most nearly<br><br>[latex]A[/latex]<br><br>$7150<br><br>[latex]B[/latex]<br><br>$8330<br><br>[latex]C[/latex]<br><br>$8850<br><br>[latex]D[/latex]<br><br>$100,000","The monthly return is 0.5%. The number of monthly deposits in 5 years will be 60. Use the factor tables to determine the monthly deposit as<br><img src=""images/000411.png""> <br>***The answer is [latex]A[/latex].***",ME_Exam;Problem_23
"A repair project will take 1 year to complete. It will cost $100,000 now and $50,000 at the beginning of the second year. The restoration will extend the life of the facility by 3 years after completion. At a 10% annual rate of return, the yearly minimum income the project should produce to make the project feasible is most nearly<br><br>[latex]A[/latex]<br><br>$64,000<br><br>[latex]B[/latex]<br><br>$65,000<br><br>[latex]C[/latex]<br><br>$66,000<br><br>[latex]D[/latex]<br><br>$67,000","For the project to be feasible, its present worth must be positive [latex]greater than zero[/latex]. Let the annual income from the project be <em>X</em>, as shown.<br><img src=""images/000162.png"">  <br>For a 10% annual return, use factor tables to determine present worth as<br><img src=""images/000586.png"">  <br>***The answer is [latex]A[/latex].***",ME_Exam;Problem_24
A steel ring with 300 mm mean diameter is made of a 20 mm by 20 mm cross section. It is uniformly wound with 400 turns of wire that is 2 mm square in cross section. Steelâ€™s permeability is 8.8 Ã— 10âˆ’3 H/m. The self-inductance of the coil is most nearly<br><br>[latex]A[/latex]<br><br>0.2 H<br><br>[latex]B[/latex]<br><br>0.6 H<br><br>[latex]C[/latex]<br><br>8 H<br><br>[latex]D[/latex]<br><br>9 H,"The following information is given.<br><img src=""images/000754.png""> <br>See the *NCEES Handbook,* Electrical and Computer Engineering section. The inductance <em>L</em> of a coil of <em>N</em> turns wound on a core with cross-sectional area <em>A</em> and permeability *Î¼* with a mean path of <em>l</em> is calculated as<br><img src=""images/000734.png""> <br>***The answer is [latex]B[/latex].***",ME_Exam;Problem_25
"A capacitor consists of two square aluminum plates 11 mm apart, each 100 mm square with sides parallel to each other. The relative permittivity of natural rubber is 7. The capacitance is most nearly<br><br>[latex]A[/latex]<br><br>30 *Î¼Î¼*F<br><br>[latex]B[/latex]<br><br>56 *Î¼Î¼*F<br><br>[latex]C[/latex]<br><br>62 *Î¼Î¼*F<br><br>[latex]D[/latex]<br><br>70 *Î¼Î¼*F","See the *NCEES Handbook*, Electrical and Computer Engineering section. A parallel plate capacitor with an area <em>A</em>, with plates separated a distance <em>d</em> by an insulator with a permittivity *Îµ*, has a capacitance of<br><img src=""images/000409.png""> <br>The absolute permittivity of air is<br><img src=""images/000729.png"">  <br>The relatively permittivity of natural rubber is<br><img src=""images/000161.png""> <br>Therefore, the permittivity of natural rubber is<br><img src=""images/000265.png""> <br>The plate area is calculated as<br><img src=""images/000730.png"">  <br>Finally, determine the capacitance, <em>C</em>, as<br><img src=""images/000254.png""> <br>***The answer is [latex]B[/latex].***",ME_Exam;Problem_26
Two theorems are defined among the following statements.<br><br>[latex]A[/latex]<br><br>Whatever amount of current goes into a node of the circuit must come out of the node.<br><br>[latex]B[/latex]<br><br>The algebraic sum of the voltages is zero around any loop in the circuit.<br><br>[latex]C[/latex]<br><br>Any circuit can be reduced to a single current source with a parallel resistance.<br><br>[latex]D[/latex]<br><br>Any circuit can be reduced to a single voltage source in series with a resistance.<br><br>Move each applicable statement to the appropriate row.<br>     1. Thevenin theorem   2. Norton theorem,"See the *NCEES Handbook* Electrical and Computer Engineering section.<br><br>Kirchhoffâ€™s current law states that whatever current goes into a node of the circuit must come out of the node. This is stated in statement A.<br><br>Kirchhoffâ€™s voltage law states that the algebraic sum of the voltages is zero around any loop in the circuit. This is stated in statement B.<br><br>The Norton theorem states that any given complicated circuit can be reduced to a single current source with a parallel resistance. Its diagram is given in the *NCEES Handbook*. This is stated in statement C, and it provides one part of the answer.<br><br>The Thevenin theorem states that any given complicated circuit can be reduced to a single voltage source in series with a resistance. Its diagram is given in the *NCEES Handbook*. This is stated in statement D, and it provides the second part of the answer.<br><br>***The answer is",ME_Exam;Problem_27
"A sawtooth waveform is shown.<br><img src=""images/000676.png"">  <br>In the waveform, the voltage increases linearly. The root-mean-square [latex]rms[/latex] voltage is most nearly<br><br>[latex]A[/latex]<br><br>30 V<br><br>[latex]B[/latex]<br><br>35 V<br><br>[latex]C[/latex]<br><br>64 V<br><br>[latex]D[/latex]<br><br>220 V","The effective or rms value for a periodic waveform with period <em>T</em> is given in the *NCEES Handbook*, Electrical and Computer Engineering section, as<br><img src=""images/000309.png"">  <br><br>**stepÂ 1: **<br><br>Determine the equation of the voltage at time interval <em>t</em>. The line equation that is passing the origin is<br><img src=""images/000097.png"">  <br>The slope <em>m</em> is<br><img src=""images/000069.png"">  <br>From the waveform equation,<br><img src=""images/000390.png""> <br><br>**stepÂ 2: **<br><br>Using the above data, determine the rms value of voltage.<br><img src=""images/000182.png""><br><br>***The answer is [latex]B[/latex].***",ME_Exam;Problem_1
