"Front","Back","Tags"
"<br>:PROPERTIES:<br>:ID:       56d51e41-5193-49d9-8965-7db4502279c6<br>:END:<br><br>A 500,000 ft2 area is excavated to construct a manufacturing plant. The foundation is expected to be partially on sandy silt and partially on rock. One geotechnical report estimates that the foundation is 25% sandy silt, and another report estimates that the foundation is 55% sandy silt. The unit cost to excavate sandy-silt type material is $100/ft2, and it costs $300/ft2 to excavate the rock to the specified depth. The owner gives the first report twice the weight of the second report. The foundation cost expected by the owner is most nearly<br><br>$($A$)$<br><br>$100M<br><br>$($B$)$<br><br>$107M<br><br>$($C$)$<br><br>$110M<br><br>$($D$)$<br><br>$115M<br><br>"," <br><br>Calculate the expected cost of each estimate.<br>&lt;img src=&quot;000019.png&quot;&gt; <br>The weighted arithmetic mean of a set of values can be determined using the expression from the Engineering Probability and Statistics section of the *NCEES Handbook*.<br>&lt;img src=&quot;000249.png&quot;&gt; <br>In this case, since one report is given twice the weight, &lt;em&gt;w&lt;/em&gt;&lt;em&gt;B&lt;/em&gt; = 1, and &lt;em&gt;w&lt;/em&gt;&lt;em&gt;A&lt;/em&gt; = 2. The weighted expected cost is<br>&lt;img src=&quot;000674.png&quot;&gt; <br>***The answer is $($D$)$.***<br><br>","ME_Exam,Problem_10"
"<br>:PROPERTIES:<br>:ID:       9e94a094-e385-4518-b340-3f0685ae27e0<br>:END:<br><br>A data set consists of four points, as shown.<br>      &lt;em&gt;x&lt;/em&gt; &lt;em&gt;y&lt;/em&gt; &lt;em&gt;xy&lt;/em&gt; &lt;em&gt;x&lt;/em&gt;2   2 9 18 4   3 11 33 9   5 15 75 25   9 22 198 81  Σ 19 57 324 119  <br>The mean standard error of estimate $($MSE$)$ is most nearly<br><br>$($A$)$<br><br>0.061<br><br>$($B$)$<br><br>0.092<br><br>$($C$)$<br><br>2.3<br><br>$($D$)$<br><br>4.4<br><br>"," <br><br>Use the formulas given in the Linear Regression and Goodness of Fit section of the *NCEES Handbook*. To evaluate the parameters in the regression equations, tabulate the data and use the summed values in the formulas.<br>&lt;img src=&quot;000745.png&quot;&gt; &lt;img src=&quot;000025.png&quot;&gt; &lt;img src=&quot;000381.png&quot;&gt;  <br>***The answer is $($A$)$.***<br><br>","ME_Exam,Problem_11"
"<br>:PROPERTIES:<br>:ID:       e7110b35-abd7-4d9d-89b3-b1bcaf0b93e9<br>:END:<br><br>A city’s rainfall is modeled as a continuous random variable, &lt;em&gt;x&lt;/em&gt;, and its probability, using the unit normal distribution, is described using the probability density function.<br>&lt;img src=&quot;000607.png&quot;&gt; <br>The fraction of the year during which the rainfall is between 14 in and 16 in is most nearly<br><br>$($A$)$<br><br>0.33<br><br>$($B$)$<br><br>0.50<br><br>$($C$)$<br><br>0.68<br><br>$($D$)$<br><br>0.97<br><br>"," <br><br>As noted in the probability and density functions table in the Engineering Probability and Statistics section of the *NCEES Handbook*, a function is said to be normally distributed if its density function is given by an expression of the form<br>&lt;img src=&quot;000138.png&quot;&gt; <br>The given function is in the form of the normal distribution, with &lt;em&gt;μ&lt;/em&gt; = 15 and &lt;em&gt;σ&lt;/em&gt; = 1. Integrate the function to obtain the fraction<br>&lt;img src=&quot;000111.png&quot;&gt; <br>The nondimensional parameter used in the unit normal distribution tables given in the Engineering Probability and Statistics section of the *NCEES Handbook* is<br>&lt;img src=&quot;000363.png&quot;&gt;  <br>For &lt;em&gt;x&lt;/em&gt; = 14,<br>&lt;img src=&quot;000135.png&quot;&gt;  <br>For &lt;em&gt;x&lt;/em&gt; = 16,<br>&lt;img src=&quot;000613.png&quot;&gt; <br>Use the unit normal distribution method with tables. The unit normal distribution curve with the parameter &lt;em&gt;z&lt;/em&gt; along its &lt;em&gt;x&lt;/em&gt;-axis is shown. The area between &lt;em&gt;z&lt;/em&gt; = −1 and &lt;em&gt;z&lt;/em&gt; = 1 represents the area from 14 in to 16 in of rainfall.<br>&lt;img src=&quot;000231.png&quot;&gt;  <br>From the Unit Normal Distribution table in the *NCEES Handbook*, the shaded area is<br>&lt;img src=&quot;000776.png&quot;&gt;  <br>***The answer is $($C$)$.***<br><br>","ME_Exam,Problem_12"
"<br>SCHEDULED: &lt;2024-06-25 Tue&gt;<br>:PROPERTIES:<br>:ID:       f827e666-47be-47f3-8cba-db8a13469a7e<br>:DRILL_LAST_INTERVAL: 5.0<br>:DRILL_REPEATS_SINCE_FAIL: 1<br>:DRILL_TOTAL_REPEATS: 1<br>:DRILL_FAILURE_COUNT: 0<br>:DRILL_AVERAGE_QUALITY: 0.0<br>:DRILL_EASE: 2.5<br>:DRILL_LAST_QUALITY: 3<br>:DRILL_LAST_REVIEWED: [Y-06-20 Thu 15:%]<br>:END:<br><br>From the following statements, which describe the Code of Engineering Ethics? Select all that apply.<br><br>$($A$)$<br><br>a set of guidelines that describe how a licensed engineer should behave professionally<br><br>$($B$)$<br><br>a set of aspirations that describe how a licensed engineer should behave professionally<br><br>$($C$)$<br><br>a set of rules that describe a licensed engineer’s responsibilities to the public, clients, and other licensees<br><br>$($D$)$<br><br>a set of laws that describe how a licensed engineer should behave professionally<br><br>$($E$)$<br><br>a set of rules that incorporate criminal penalties<br><br>"," <br><br>Ethics are a set of guidelines, rules, philosophical concepts, customs, norms, and aspirations for a licensee to follow. The Code articulates the ways in which moral and ethical principles apply to unique situations encountered in professional practice. It indicates to others that the professionals are seriously concerned about responsible and professional conduct. In some cases, it is impossible to comply with every aspect of the Code. Therefore, ethics are also called a set of aspirations that a licensed engineer should aim for. However, ethics are not subject to the law. As the late Chief Justice of the U.S. Supreme Court Earl Warren put it, “Society would come to grief without ethics, which is unenforceable in the courts and cannot be made part of law. . . Not only does law in a civilized society presuppose ethical commitment, it presupposes the existence of a broad area of human conduct controlled only by ethical norms and not subject to law at all.”<br><br>***The answer is $($A$)$, $($B$)$, and $($C$)$.***<br><br>","ME_Exam,Problem_13"
"<br>SCHEDULED: &lt;2024-07-04 Thu&gt;<br>:PROPERTIES:<br>:ID:       a215634c-d37c-46e3-870b-bbce0c6564f8<br>:DRILL_LAST_INTERVAL: 9.75<br>:DRILL_REPEATS_SINCE_FAIL: 2<br>:DRILL_TOTAL_REPEATS: 2<br>:DRILL_FAILURE_COUNT: 0<br>:DRILL_AVERAGE_QUALITY: 0.0<br>:DRILL_EASE: 2.65<br>:DRILL_LAST_QUALITY: 4<br>:DRILL_LAST_REVIEWED: [Y-06-23 Sun 03:%]<br>:END:<br><br>An engineer develops a new idea to significantly reduce energy consumption in manufacturing plants. The engineer considers filing a patent application to the United States Patent and Trademark office $($USPTO$)$. Which categories of patents will the USPTO consider? Select all that apply.<br><br>$($A$)$<br><br>utility patent<br><br>$($B$)$<br><br>design patent<br><br>$($C$)$<br><br>plant patent<br><br>$($D$)$<br><br>energy patent<br><br>$($E$)$<br><br>efficiency patent<br><br>"," <br><br>A patent for an invention is the grant of a property right to the inventor, issued by the USPTO. According to the USPTO, there are three types of patents.<br><br>1.  <br>Utility patents may be granted to anyone who invents or discovers any new and useful process, machine, article of manufacture, or composition of matter, or any new and useful improvement thereof;<br><br>2.  <br>Design patents may be granted to anyone who invents a new, original, and ornamental design for an article of manufacture; and<br><br>3.  <br>Plant patents may be granted to anyone who invents or discovers and asexually reproduces any distinct and new variety of plant.<br><br>Other than these three, there is no other patent category.<br><br>***The answer is $($A$)$, $($B$)$, and $($C$)$.***<br><br>","ME_Exam,Problem_14"
"<br>:PROPERTIES:<br>:ID:       d119db5e-ec47-4ab8-9453-c2a6d4992f21<br>:END:<br>:DRILL_LAST_INTERVAL: 4.14<br>:DRILL_REPEATS_SINCE_FAIL: 2<br>:DRILL_TOTAL_REPEATS: 2<br>:DRILL_FAILURE_COUNT: 1<br>:DRILL_AVERAGE_QUALITY: 3.5<br>:DRILL_EASE: 2.6<br>:DRILL_LAST_QUALITY: 5<br>:DRILL_LAST_REVIEWED: [Y-10-08 Sun 21:%]<br><br>Which of the following statements are INCORRECT?<br><br>1.  <br>A mechanical engineer thinks of a new heat cycle to increase efficiency. Her idea is protected under the copyright laws.<br><br>2.  <br>A mechanical engineer thinks of a new heat cycle to increase efficiency and produces two-dimensional drawings. She keeps the drawings in a secure place. Her work is protected under the copyright laws.<br><br>3.  <br>A mechanical engineer examines the workings of a machine in a factory and builds a more efficient machine. She shows the new machine and her design drawings to the public. She is not guilty of copyright infringement.<br><br>4.  <br>A mechanical engineer examines the workings of a machine and builds a more efficient machine. She shows the machine and her design to the public. Her design may be patented.<br><br>$($A$)$<br><br>I only<br><br>$($B$)$<br><br>I and III<br><br>$($C$)$<br><br>II and IV<br><br>$($D$)$<br><br>I, III, and IV<br><br>"," <br><br>See the *NCEES Handbook*, Ethics and Professional Practice: Intellectual Property section. One of the requirements to be protected under copyright laws is that the work must be tangible. Ideas are intangible and cannot be copyrighted. Therefore, statement I is incorrect.<br><br>To be protected under copyright laws, the work must be original, whether published or unpublished. Therefore, statement II is correct.<br><br>To be protected under copyright laws, the work must be original, whether published or unpublished. In this case, the engineer has her intellectual property right over the improvements she designed and implemented in the new machine. Her original work is not considered as copyright infringement. Therefore, statement III is correct.<br><br>As stated in the *NCEES Handbook*, a utility patent may be granted to anyone who discovers any new machine or article of manufacture. As such, she may be entitled to a utility patent to the extent of her discovery and invention. Statement IV is correct.<br><br>***The answer is $($A$)$.***<br><br>","ME_Exam,Problem_15"
"<br>:PROPERTIES:<br>:ID:       33b4fbb7-3479-402a-bf90-21f992c6742b<br>:END:<br><br>An engineering firm desires to reduce its risk arising out of its design work of its employees. Select the type of insurance that the firm should procure.<br><br>$($A$)$<br><br>general liability insurance<br><br>$($B$)$<br><br>comprehensive insurance<br><br>$($C$)$<br><br>engineer’s hazard insurance<br><br>$($D$)$<br><br>negligence insurance<br><br>"," <br><br>See the *NCEES Handbook*, Ethics and Professional Practice *Model Rules*, Section 240.15 Rules of Professional Conduct. Engineers are required to perform their professional services at a reasonable standard of care. If an engineer falls short of this standard, the engineer can be found negligent, lacking competence, and committing errors and omission.<br><br>An engineer’s liability of can be divided into two categories: professional liability and general liability. Accordingly, different insurance policies are needed to cover a claim arising out of acts and omission of the insured. As a buffer against the professional liability, an engineering firm can purchase insurance to protect itself and its employees. It is called errors and omissions $($E&amp;O$)$ insurance, professional liability $($PL$)$ insurance, negligence insurance, or malpractice insurance. With the payment of the required premium, the E&amp;O insurance protects the firm and its design professional employees from the full cost of defending against a negligence claim made by a client or others. Option D is correct. The insurance types listed in options A through C cover general or nonprofessional situations. For example, a firm can procure auto insurance to cover liabilities resulting from the employees’ use of their vehicles to conduct activities within the scope of their employment.<br><br>***The answer is $($D$)$.***<br><br>","ME_Exam,Problem_16"
"<br>:PROPERTIES:<br>:ID:       17b23110-de01-4dbc-93be-1f466ec3b4a1<br>:END:<br><br>A licensee should approve and seal only those design documents that<br><br>$($A$)$<br><br>meet the minimum requirements of a building code<br><br>$($B$)$<br><br>safeguard the life, health, and welfare of the public<br><br>$($C$)$<br><br>are personally prepared by them<br><br>$($D$)$<br><br>require all green or environmentally friendly materials<br><br>"," <br><br>Meeting the minimum requirements of a building code may not yield sound design documents. The documents must conform to the accepted engineering standards in order to safeguard the life, health, property, and welfare of the public. Therefore, option A is incorrect.<br><br>According to the *NCEES Handbook*, Ethics and Professional Practice: *Model Rules*, Section 240.15 Rules of Professional Conduct, A, it is the paramount duty of an engineer to safeguard the life, health, and welfare of the public in conducting their professional service. Therefore, B is a correct option.<br><br>According to the *NCEES Handbook*, Ethics and Professional Practice: *Model Rules*, Section 240.15 Rules of Professional Conduct, B.2, licensees should meet two requirements before affixing their seal: $($1$)$ plans or documents must be prepared under their responsible charge and $($2$)$ must have competence in the area of design. Therefore, option C is incorrect.<br><br>Unless required by the contract with their client, there is no ethical requirement for a licensee to specify only green or environmentally friendly materials in design. According to the *NCEES Handbook*, Ethics and Professional Practice: Societal Considerations section, the engineers must consider sustainable principles, as a part of the societal considerations. Therefore, option D is incorrect.<br><br>***The answer is $($B$)$.***<br><br>","ME_Exam,Problem_17"
"<br>:PROPERTIES:<br>:ID:       f6abdb9c-218b-4b77-8eb8-c45f609fbad5<br>:END:<br><br>A licensee makes a professional judgment that is overruled. The licensee believes that the life, health, property, or welfare of the public is endangered. Who should the licensee inform?<br><br>$($A$)$<br><br>the licensee’s employer<br><br>$($B$)$<br><br>the licensee’s client<br><br>$($C$)$<br><br>other authorities as may be appropriate<br><br>$($D$)$<br><br>A or B, and C<br><br>"," <br><br>A licensee who is an employee should inform the licensee’s employer. A self-employed licensee should inform the licensee’s client. In addition, a licensee should inform other authorities as appropriate. See *Model Rules*, Section 240.15 Rules of Professional Conduct, A.3, in the *NCEES Handbook.*<br><br>***The answer is $($D$)$.***<br><br>","ME_Exam,Problem_18"
"<br>SCHEDULED: &lt;2024-06-25 Tue&gt;<br>:PROPERTIES:<br>:ID:       c2ab3173-7182-4721-b316-b7c3a075101f<br>:DRILL_LAST_INTERVAL: 5.0611<br>:DRILL_REPEATS_SINCE_FAIL: 2<br>:DRILL_TOTAL_REPEATS: 2<br>:DRILL_FAILURE_COUNT: 5<br>:DRILL_AVERAGE_QUALITY: 3.0<br>:DRILL_EASE: 2.456<br>:DRILL_LAST_QUALITY: 3<br>:DRILL_LAST_REVIEWED: [Y-06-19 Wed 19:%]<br>:END:<br><br>An engineer owns a design firm that generates $1 million per year in gross fees. He calculates that he receives $100,000 per year in profits after paying all employee salaries, benefits, and other expenses. Assume zero inflation and no growth. If the expected rate of return is 10%, the fair market price of the firm is most nearly<br><br>$($A$)$<br><br>$600,000<br><br>$($B$)$<br><br>$1,000,000<br><br>$($C$)$<br><br>$1,600,000<br><br>$($D$)$<br><br>$6,000,000<br><br>"," <br><br>The firm would earn a uniform amount, &lt;em&gt;A&lt;/em&gt;, of $100,000/yr from now to perpetuity. The amount, *A,* is assumed to be inflation-adjusted. It would not increase since there is no growth. The rate of return*, i*, is 10%, or 0.1. The Engineering Economics section of the *NCEES Handbook* provides the capitalized costs formula. Using the formula, the present value of the firm is<br>&lt;img src=&quot;000709.png&quot;&gt; <br>***The answer is $($B$)$.***<br><br>","ME_Exam,Problem_19"
"<br>:PROPERTIES:<br>:ID:       680e80f9-3f5a-477b-90a8-84c5f1362123<br>:END:<br><br>An engineering firm at present gets its drawings printed at a local blueprint facility. The firm is considering buying a new printer for printing its drawings in house. The printer costs $40,000, and the annual operational and insurance cost is $3000. Its life expectancy is 5 years with no salvage value. The printer is expected to generate $15,000 per year in savings for the firm. The rate of return on the printer, as an annual percentage, is most nearly<br><br>$($A$)$<br><br>9.0%<br><br>$($B$)$<br><br>12%<br><br>$($C$)$<br><br>15%<br><br>$($D$)$<br><br>16%<br><br>"," <br><br>The initial cost and annual cost are both expenses. The rate of return $($ROR$)$ on the investment is unknown. No factor table is available to determine ROR precisely. However, it can be determined by interpolating between two applicable factor tables. Equate the expenses and returns $($in thousand dollars$)$.<br>&lt;img src=&quot;000662.png&quot;&gt; <br>The factor tables for 12% and 18% provide *P/A* factors from which the required ROR can be interpolated.<br>&lt;img src=&quot;000234.png&quot;&gt; <br>Use linear interpolation between the 12% and 18% interest rates and their ROR. Use the line equation from the Mathematics section of the *NCEES Handbook*.<br>&lt;img src=&quot;000434.png&quot;&gt; <br>***The answer is $($C$)$.***<br><br>","ME_Exam,Problem_20"
