"Front","Back","Tags"
"<br>:PROPERTIES:<br>:ID:       541155a7-0b35-48a7-a50c-d7f38a1f57bf<br>:END:<br><br>A data set consists of four points as shown.<br>     x y  2 9  3 11  5 15  9 22 <br>Using least squares regression, the line equation that best fits the data is most nearly<br><br>$($A$)$<br><br>&lt;em&gt;y&lt;/em&gt; = 5.46 \+ 1.85&lt;em&gt;x&lt;/em&gt;<br><br>$($B$)$<br><br>&lt;em&gt;y&lt;/em&gt; = 5.0 \+ 2&lt;em&gt;x&lt;/em&gt;<br><br>$($C$)$<br><br>&lt;em&gt;y&lt;/em&gt; = 5.22 \+ 1.88&lt;em&gt;x&lt;/em&gt;<br><br>$($D$)$<br><br>&lt;em&gt;y&lt;/em&gt; = 4.95 \+ 1.89&lt;em&gt;x&lt;/em&gt;<br><br>"," <br><br>Use the formula from the *NCEES Handbook*. To evaluate the parameters in the regression equations, tabulate the data.<br>      x y xy x2     2 9 18 4   3 11 33 9   5 15 75 25   9 22 198 81  Σ 19 57 324 119  <br>Determine the summed values &lt;em&gt;S&lt;/em&gt;&lt;em&gt;xy&lt;/em&gt; and &lt;em&gt;S&lt;/em&gt;&lt;em&gt;xx&lt;/em&gt;, slope *b̂*, and the &lt;em&gt;y&lt;/em&gt;-intercept &lt;em&gt;â&lt;/em&gt;.<br>&lt;img src=&quot;000440.png&quot;&gt; &lt;img src=&quot;000629.png&quot;&gt;  &lt;img src=&quot;000621.png&quot;&gt; <br>Use the calculated values from the table.<br>&lt;img src=&quot;000428.png&quot;&gt; <br>Determine the line equation.<br>&lt;img src=&quot;000078.png&quot;&gt; <br>***The answer is $($A$)$.***<br><br>","ME_Exam,Problem_11"
"<br>:PROPERTIES:<br>:ID:       66667cbb-ce2a-4b3a-929b-3d23a29520b0<br>:END:<br><br>The United States government uses a 1% annual exceedance probability $($AEP$)$ flood as the basis for the National Flood Maps. The probability that the peak discharge at a location in a 100-year flood plain will equal or exceed the 100-year flood level in the flood map in the next 100 years is most nearly(hint: exceedance probability = 1-(1-p)^n)<br><br>$($A$)$<br><br>1%<br><br>$($B$)$<br><br>33%<br><br>$($C$)$<br><br>63%<br><br>$($D$)$<br><br>100%<br><br>"," <br><br>Given that the AEP = 1% = 0.01,<br>&lt;img src=&quot;000541.png&quot;&gt; <br>***The answer is C.***<br><br>","ME_Exam,Problem_12"
"<br>:PROPERTIES:<br>:ID:       286bf568-5992-42d5-98c8-2852f1d2b63d<br>:END:<br><br>Which three of the following statements best define the Code of Ethics for Engineers? $($Select the three that apply.$)$<br><br>$($A$)$<br><br>a set of guidelines that describes how a licensed engineer should behave professionally<br><br>$($B$)$<br><br>a set of aspirations that describes how a licensed engineer should behave professionally<br><br>$($C$)$<br><br>a set of rules that describes a licensed engineer’s responsibilities to the public, clients, and other licensees<br><br>$($D$)$<br><br>a set of laws that describes how a licensed engineer must behave professionally<br><br>$($E$)$<br><br>a set of rules that incorporates criminal penalties<br><br>"," <br><br>Ethics are a set of guidelines, rules, philosophical concepts, customs, norms, and aspirations for a licensee to follow. The Code of Ethics for Engineers articulates the ways in which moral and ethical principles apply to unique situations encountered in professional practice. It indicates to others that the professionals are seriously concerned about responsible and professional conduct.<br><br>In some cases, it is impossible to comply with every aspect of the Code. Therefore, ethics are also called a set of aspirations that a licensed engineer should aim for.<br><br>However, ethics are not subject to the law. As the late Chief Justice of the U.S. Supreme Court Earl Warren put it, “Society would come to grief without ethics, which is unenforceable in the courts and cannot be made part of law ... Not only does law in a civilized society presuppose ethical commitment, it presupposes the existence of a broad area of human conduct controlled only by ethical norms and not subject to law at all.” For this reason, a violation of ethics does not trigger a criminal penalty unless such act is deemed a crime under a criminal statute. Statements D and E are incorrect.<br><br>***The answer is $($A$)$, $($B$)$, and $($C$)$.***<br><br>","ME_Exam,Problem_13"
"<br>:PROPERTIES:<br>:ID:       c295e9e4-5116-4484-92c0-401f3bd0a451<br>:END:<br><br>A licensed engineer’s first and foremost responsibility, in performance of professional services, is to the<br><br>$($A$)$<br><br>clients<br><br>$($B$)$<br><br>employers<br><br>$($C$)$<br><br>customers<br><br>$($D$)$<br><br>public welfare<br><br>"," <br><br>See the *NCEES Handbook* section Ethics and Professional Practice, which provides a narration of the model rules. According to the *Model Rules,* Sec. 240.15$($A$)$$($1$)$: “Licensees shall be cognizant that their first and foremost responsibility is to safeguard the health, safety, and welfare of the public when performing services for clients and employers.” Therefore, a licensee’s first and foremost responsibility in performance of professional services is to the public welfare.<br><br>***The answer is $($D$)$.***<br><br>","ME_Exam,Problem_14"
"<br>:PROPERTIES:<br>:ID:       f8148868-8d9c-4b5b-bcec-4d678076470e<br>:END:<br><br>Which one of the following categories of original works by an author or inventor is NOT recognized as intellectual property?<br><br>$($A$)$<br><br>original works of authorship<br><br>$($B$)$<br><br>words, phrases, symbols, or designs made to identify a distinguishable source of a good or service<br><br>$($C$)$<br><br>unique inventions and discoveries<br><br>$($D$)$<br><br>secret techniques or processes that the inventor intends to use in business to obtain an economic advantage over competitors who do not know or use it<br><br>"," <br><br>See the *NCEES Handbook*, Ethics and Professional Practice section. A &lt;em&gt;copyright&lt;/em&gt; covers original works of authorship, such as a book, song, or movie. Therefore, statement A is correct.<br><br>A &lt;em&gt;trademark&lt;/em&gt; protects words, phrases, symbols, or designs made to identify a distinguishable source of a good or service. Therefore, statement B is correct. A &lt;em&gt;patent&lt;/em&gt; protects unique inventions and discoveries. Therefore, statement C is correct.<br><br>A trade secret applies to a formula, pattern, device, method, technique, process, and so on. To meet the most common definition of a trade secret, it must be used in business and give an opportunity to obtain an economic advantage over competitors who do not know or use it. Trade secrets offer little protection without a written agreement between the involved parties to keep it secret from others. In this case, the inventor intends to use it in business, but has not started using it. Therefore, the secret idea is not recognized as an intellectual property.<br><br>***The answer is $($D$)$.***<br><br>","ME_Exam,Problem_15"
"<br>:PROPERTIES:<br>:ID:       885c8c1c-5773-4817-a2fe-a023a4e2a4a5<br>:END:<br><br>The four elements of sustainable construction or manufacturing are to<br><br>$($A$)$<br><br>reduce virgin resource consumption, use recyclable materials, protect nature, and focus on quality<br><br>$($B$)$<br><br>increase virgin resource consumption, eliminate imported materials, protect nature, and focus on quality<br><br>$($C$)$<br><br>increase virgin resource consumption, eliminate the use of recyclable materials, protect nature, and focus on quality<br><br>$($D$)$<br><br>reduce virgin resource consumption, eliminate the use of recyclable materials, protect nature, and focus on quality<br><br>"," <br><br>The *NCEES Handbook* does not provide a prescriptive definition of sustainability. It provides those sustainable principles that include a consideration of<br><br>+  <br>safety<br><br>+  <br>public health<br><br>+  <br>quality of life<br><br>+  <br>resource allocation<br><br>+  <br>nonrenewable resources<br><br>Several definitions of sustainability are available in the engineering world, and every definition has several elements, similar in nature but expressed in different words. In general, a sustainable construction requires that recyclable resources should be used to minimize consumption of virgin resources, and it requires protecting nature. A focus on quality is needed for every successful project.<br><br>***The answer is $($A$)$.***<br><br>","ME_Exam,Problem_16"
"<br>:PROPERTIES:<br>:ID:       f641d0bc-badf-4670-896a-b0f336fd86cf<br>:END:<br><br>Which of the following statements regarding greenhouse gas emissions is NOT correct?<br><br>$($A$)$<br><br>The carbon footprint method is a method used to measure and communicate the total amount of greenhouse gases emitted into the atmosphere both directly and indirectly in the production and delivery of goods and services.<br><br>$($B$)$<br><br>Raw materials, energy consumed, and transportation are the main elements used to calculate the carbon footprint of a product.<br><br>$($C$)$<br><br>A standard global method exists for calculating a carbon footprint.<br><br>$($D$)$<br><br>People or organizations that fully offset their carbon emissions by investing in green technology or sustainable projects are said to be carbon-neutral.<br><br>"," <br><br>See the *NCEES Handbook*, Ethics and Professional Practice: Societal Considerations section. The parameters such as air and water pollution and atmospheric emissions are required in a life-cycle analysis. The *NCEES Handbook* does not explicitly provide information on greenhouse gases. The subject is covered in many textbooks. Greenhouse gases include carbon dioxide and other carbon compounds. There is no standard global method available for calculating the carbon footprint. Comparing the carbon footprint of different companies or products from different producers is extremely difficult. However, emissions can be grouped into categories. For example, the Berkeley Institute of the Environment focuses on transportation, housing, food, and goods and services.<br><br>***The answer is $($C$)$.***<br><br>","ME_Exam,Problem_17"
"<br>:PROPERTIES:<br>:ID:       c59cda55-e3b1-448c-9e05-d5bfa5071b9c<br>:END:<br><br>When providing design services for a construction project, which of the following is the standard of care that the courts traditionally assign to the engineer in responsible charge?<br><br>$($A$)$<br><br>The engineer should produce a set of perfect drawings.<br><br>$($B$)$<br><br>The engineer should meet the minimum requirement of the governing building code and no more.<br><br>$($C$)$<br><br>The engineer should use state-of-the-art methods that a reasonably prudent engineer would follow when designing similar projects in similar localities.<br><br>$($D$)$<br><br>The engineer is responsible for the job site safety of workers.<br><br>"," <br><br>Option A is incorrect because a standard of perfection cannot be met.<br><br>Option B is incorrect because meeting the minimum code requirement may not result in meeting the standard of care. Generally, the code provisions provide the minimum design requirements a design professional must adhere to. Sometimes the minimum requirements are adequate, and sometimes they are not. In other occasions, the code provisions may not address a situation at all. In such situations, local engineering associations or specialty institutes provide the state-of-the-art information for the design issue. For example, an engineer uses the code yet designs a building system that performs poorly in an earthquake. Should the engineer use the same code provision again for the redesign? If not, what design criteria should be used in such a situation? A reasonable approach would be to look beyond the code provisions and incorporate state-of-the-art methods in design.<br><br>The engineer is not responsible for job site safety unless the engineer assumes such responsibility by contract or conduct. Therefore, option D is incorrect.<br><br>***The answer is $($C$)$.***<br><br>","ME_Exam,Problem_18"
"<br>:PROPERTIES:<br>:ID:       0464bf26-9bc7-403d-91eb-492a77a802fe<br>:END:<br><br>A community sells a property for $24 in 1626, and the proceeds are invested at 7% interest compounded yearly. The value of the investment at the end of 2016 is most nearly<br><br>$($A$)$<br><br>$70 million<br><br>$($B$)$<br><br>$700 million<br><br>$($C$)$<br><br>$7 billion<br><br>$($D$)$<br><br>$7 trillion<br><br>"," <br><br>The following information is given.<br>&lt;img src=&quot;000123.png&quot;&gt;  <br>Determine the future value given the present value by using the formula provided in the Engineering Economics section of the *NCEES Handbook*.<br>&lt;img src=&quot;000549.png&quot;&gt;  <br>***The answer is $($D$)$.***<br><br>","ME_Exam,Problem_19"
"<br>:PROPERTIES:<br>:ID:       ed8f1d07-af2e-4581-ac38-bc44f64d70eb<br>:END:<br><br>Equipment selection has been narrowed to two options with the parameters shown. The expected rate of return for the equipment is 8%.<br>      equipment  parameters 1 2   initial cost $50,000 $75,000  annual maintenance $15,000 $10,000  life expectancy $($yr$)$ 10 15  salvage value $5000 $12,000  <br>Which of the following statements is true?<br><br>$($A$)$<br><br>Equipment 1 is more economical because it saves nearly $8500.<br><br>$($B$)$<br><br>Equipment 1 is more economical because it saves nearly $1200.<br><br>$($C$)$<br><br>Equipment 2 is more economical because it saves nearly $8500.<br><br>$($D$)$<br><br>Equipment 2 is more economical because it saves nearly $1200.<br><br>"," <br><br>The problem presents two mutually exclusive alternatives, out of which one alternative must be selected. There is no “do nothing” choice. The income and expenses for each option are converted to the equivalent present values, also called the &lt;em&gt;P&lt;/em&gt;-pattern. The given annual interest rate is 8%. The &lt;em&gt;P&lt;/em&gt;-value is the present net equivalent value of the stream of all future incomes and expenses. The alternative with the lowest &lt;em&gt;P&lt;/em&gt;-value is selected.<br><br>The &lt;em&gt;P&lt;/em&gt;-pattern values of a single future payment $($&lt;em&gt;P&lt;/em&gt; given &lt;em&gt;F&lt;/em&gt;$)$ and the stream of future payments $($&lt;em&gt;P&lt;/em&gt; given &lt;em&gt;A&lt;/em&gt;$)$ are tabulated in the *NCEES Handbook*, in the Engineering Economics section. Select the interest rate table for &lt;em&gt;i&lt;/em&gt; = 8%.<br><br>**step 1: **<br><br>For equipment 1, its useful life is 10 years. Therefore, read two factor values for &lt;em&gt;n&lt;/em&gt; = 10 in the table. The factor value &lt;em&gt;P&lt;/em&gt;/&lt;em&gt;F&lt;/em&gt; is used to convert the future salvage value to the present income value. The factor value &lt;em&gt;P&lt;/em&gt;/&lt;em&gt;A&lt;/em&gt; is used to convert the annual maintenance values to a single present expense.<br><br>Calculate the present worth, &lt;em&gt;P&lt;/em&gt;1, for the first equipment option.<br>&lt;img src=&quot;000045.png&quot;&gt; <br><br>**step 2: <br><br>The present worth, &lt;em&gt;P&lt;/em&gt;2, for the second equipment option is<br>&lt;img src=&quot;000471.png&quot;&gt; <br><br>**step 3: <br><br>Select the equipment that costs less. Equipment 1 costs less than equipment 2. Therefore, it is a better choice. Determine the difference in cost.<br>&lt;img src=&quot;000413.png&quot;&gt;<br><br>***The answer is A.***<br><br>","ME_Exam,Problem_20"
