"Front","Back","Tags"
"A data set consists of four points as shown.<br>     x y  2 9  3 11  5 15  9 22 <br>Using least squares regression, the line equation that best fits the data is most nearly<br><br>[latex](A\)[/latex]<br><br><em>y</em> = 5.46 \+ 1.85<em>x</em><br><br>[latex](B\)[/latex]<br><br><em>y</em> = 5.0 \+ 2<em>x</em><br><br>[latex](C\)[/latex]<br><br><em>y</em> = 5.22 \+ 1.88<em>x</em><br><br>[latex](D\)[/latex]<br><br><em>y</em> = 4.95 \+ 1.89<em>x</em>","Use the formula from the <em>NCEES Handbook</em>. To evaluate the parameters in the regression equations, tabulate the data.<br>      x y xy x2     2 9 18 4   3 11 33 9   5 15 75 25   9 22 198 81  Σ 19 57 324 119  <br>Determine the summed values <em>S</em><em>xy</em> and <em>S</em><em>xx</em>, slope <em>b̂</em>, and the <em>y</em>-intercept <em>â</em>.<br><img src=""000440.png""> <img src=""000629.png"">  <img src=""000621.png""> <br>Use the calculated values from the table.<br><img src=""000428.png""> <br>Determine the line equation.<br><img src=""000078.png""> <br>**<em>The answer is [latex](A\)[/latex].</em>**","ME_Exam,Problem_11"
"The United States government uses a 1% annual exceedance probability [latex](AEP\)[/latex] flood as the basis for the National Flood Maps. The probability that the peak discharge at a location in a 100-year flood plain will equal or exceed the 100-year flood level in the flood map in the next 100 years is most nearly(hint: exceedance probability = 1-(1-p)^n)<br><br>[latex](A\)[/latex]<br><br>1%<br><br>[latex](B\)[/latex]<br><br>33%<br><br>[latex](C\)[/latex]<br><br>63%<br><br>[latex](D\)[/latex]<br><br>100%","Given that the AEP = 1% = 0.01,<br><img src=""000541.png""> <br>**<em>The answer is C.</em>**","ME_Exam,Problem_12"
"Which three of the following statements best define the Code of Ethics for Engineers? [latex](Select the three that apply.\)[/latex]<br><br>[latex](A\)[/latex]<br><br>a set of guidelines that describes how a licensed engineer should behave professionally<br><br>[latex](B\)[/latex]<br><br>a set of aspirations that describes how a licensed engineer should behave professionally<br><br>[latex](C\)[/latex]<br><br>a set of rules that describes a licensed engineer’s responsibilities to the public, clients, and other licensees<br><br>[latex](D\)[/latex]<br><br>a set of laws that describes how a licensed engineer must behave professionally<br><br>[latex](E\)[/latex]<br><br>a set of rules that incorporates criminal penalties","Ethics are a set of guidelines, rules, philosophical concepts, customs, norms, and aspirations for a licensee to follow. The Code of Ethics for Engineers articulates the ways in which moral and ethical principles apply to unique situations encountered in professional practice. It indicates to others that the professionals are seriously concerned about responsible and professional conduct.<br><br>In some cases, it is impossible to comply with every aspect of the Code. Therefore, ethics are also called a set of aspirations that a licensed engineer should aim for.<br><br>However, ethics are not subject to the law. As the late Chief Justice of the U.S. Supreme Court Earl Warren put it, “Society would come to grief without ethics, which is unenforceable in the courts and cannot be made part of law ... Not only does law in a civilized society presuppose ethical commitment, it presupposes the existence of a broad area of human conduct controlled only by ethical norms and not subject to law at all.” For this reason, a violation of ethics does not trigger a criminal penalty unless such act is deemed a crime under a criminal statute. Statements D and E are incorrect.<br><br>**<em>The answer is [latex](A\)[/latex], [latex](B\)[/latex], and [latex](C\)[/latex].</em>**","ME_Exam,Problem_13"
"A licensed engineer’s first and foremost responsibility, in performance of professional services, is to the<br><br>[latex](A\)[/latex]<br><br>clients<br><br>[latex](B\)[/latex]<br><br>employers<br><br>[latex](C\)[/latex]<br><br>customers<br><br>[latex](D\)[/latex]<br><br>public welfare","See the <em>NCEES Handbook</em> section Ethics and Professional Practice, which provides a narration of the model rules. According to the <em>Model Rules,</em> Sec. 240.15[latex](A\)[/latex][latex](1\)[/latex]: “Licensees shall be cognizant that their first and foremost responsibility is to safeguard the health, safety, and welfare of the public when performing services for clients and employers.” Therefore, a licensee’s first and foremost responsibility in performance of professional services is to the public welfare.<br><br>**<em>The answer is [latex](D\)[/latex].</em>**","ME_Exam,Problem_14"
"Which one of the following categories of original works by an author or inventor is NOT recognized as intellectual property?<br><br>[latex](A\)[/latex]<br><br>original works of authorship<br><br>[latex](B\)[/latex]<br><br>words, phrases, symbols, or designs made to identify a distinguishable source of a good or service<br><br>[latex](C\)[/latex]<br><br>unique inventions and discoveries<br><br>[latex](D\)[/latex]<br><br>secret techniques or processes that the inventor intends to use in business to obtain an economic advantage over competitors who do not know or use it","See the <em>NCEES Handbook</em>, Ethics and Professional Practice section. A <em>copyright</em> covers original works of authorship, such as a book, song, or movie. Therefore, statement A is correct.<br><br>A <em>trademark</em> protects words, phrases, symbols, or designs made to identify a distinguishable source of a good or service. Therefore, statement B is correct. A <em>patent</em> protects unique inventions and discoveries. Therefore, statement C is correct.<br><br>A trade secret applies to a formula, pattern, device, method, technique, process, and so on. To meet the most common definition of a trade secret, it must be used in business and give an opportunity to obtain an economic advantage over competitors who do not know or use it. Trade secrets offer little protection without a written agreement between the involved parties to keep it secret from others. In this case, the inventor intends to use it in business, but has not started using it. Therefore, the secret idea is not recognized as an intellectual property.<br><br>**<em>The answer is [latex](D\)[/latex].</em>**","ME_Exam,Problem_15"
"The four elements of sustainable construction or manufacturing are to<br><br>[latex](A\)[/latex]<br><br>reduce virgin resource consumption, use recyclable materials, protect nature, and focus on quality<br><br>[latex](B\)[/latex]<br><br>increase virgin resource consumption, eliminate imported materials, protect nature, and focus on quality<br><br>[latex](C\)[/latex]<br><br>increase virgin resource consumption, eliminate the use of recyclable materials, protect nature, and focus on quality<br><br>[latex](D\)[/latex]<br><br>reduce virgin resource consumption, eliminate the use of recyclable materials, protect nature, and focus on quality","The <em>NCEES Handbook</em> does not provide a prescriptive definition of sustainability. It provides those sustainable principles that include a consideration of<br><br>+  <br>safety<br><br>+  <br>public health<br><br>+  <br>quality of life<br><br>+  <br>resource allocation<br><br>+  <br>nonrenewable resources<br><br>Several definitions of sustainability are available in the engineering world, and every definition has several elements, similar in nature but expressed in different words. In general, a sustainable construction requires that recyclable resources should be used to minimize consumption of virgin resources, and it requires protecting nature. A focus on quality is needed for every successful project.<br><br>**<em>The answer is [latex](A\)[/latex].</em>**","ME_Exam,Problem_16"
"Which of the following statements regarding greenhouse gas emissions is NOT correct?<br><br>[latex](A\)[/latex]<br><br>The carbon footprint method is a method used to measure and communicate the total amount of greenhouse gases emitted into the atmosphere both directly and indirectly in the production and delivery of goods and services.<br><br>[latex](B\)[/latex]<br><br>Raw materials, energy consumed, and transportation are the main elements used to calculate the carbon footprint of a product.<br><br>[latex](C\)[/latex]<br><br>A standard global method exists for calculating a carbon footprint.<br><br>[latex](D\)[/latex]<br><br>People or organizations that fully offset their carbon emissions by investing in green technology or sustainable projects are said to be carbon-neutral.","See the <em>NCEES Handbook</em>, Ethics and Professional Practice: Societal Considerations section. The parameters such as air and water pollution and atmospheric emissions are required in a life-cycle analysis. The <em>NCEES Handbook</em> does not explicitly provide information on greenhouse gases. The subject is covered in many textbooks. Greenhouse gases include carbon dioxide and other carbon compounds. There is no standard global method available for calculating the carbon footprint. Comparing the carbon footprint of different companies or products from different producers is extremely difficult. However, emissions can be grouped into categories. For example, the Berkeley Institute of the Environment focuses on transportation, housing, food, and goods and services.<br><br>**<em>The answer is [latex](C\)[/latex].</em>**","ME_Exam,Problem_17"
"When providing design services for a construction project, which of the following is the standard of care that the courts traditionally assign to the engineer in responsible charge?<br><br>[latex](A\)[/latex]<br><br>The engineer should produce a set of perfect drawings.<br><br>[latex](B\)[/latex]<br><br>The engineer should meet the minimum requirement of the governing building code and no more.<br><br>[latex](C\)[/latex]<br><br>The engineer should use state-of-the-art methods that a reasonably prudent engineer would follow when designing similar projects in similar localities.<br><br>[latex](D\)[/latex]<br><br>The engineer is responsible for the job site safety of workers.","Option A is incorrect because a standard of perfection cannot be met.<br><br>Option B is incorrect because meeting the minimum code requirement may not result in meeting the standard of care. Generally, the code provisions provide the minimum design requirements a design professional must adhere to. Sometimes the minimum requirements are adequate, and sometimes they are not. In other occasions, the code provisions may not address a situation at all. In such situations, local engineering associations or specialty institutes provide the state-of-the-art information for the design issue. For example, an engineer uses the code yet designs a building system that performs poorly in an earthquake. Should the engineer use the same code provision again for the redesign? If not, what design criteria should be used in such a situation? A reasonable approach would be to look beyond the code provisions and incorporate state-of-the-art methods in design.<br><br>The engineer is not responsible for job site safety unless the engineer assumes such responsibility by contract or conduct. Therefore, option D is incorrect.<br><br>**<em>The answer is [latex](C\)[/latex].</em>**","ME_Exam,Problem_18"
"A community sells a property for $24 in 1626, and the proceeds are invested at 7% interest compounded yearly. The value of the investment at the end of 2016 is most nearly<br><br>[latex](A\)[/latex]<br><br>$70 million<br><br>[latex](B\)[/latex]<br><br>$700 million<br><br>[latex](C\)[/latex]<br><br>$7 billion<br><br>[latex](D\)[/latex]<br><br>$7 trillion","The following information is given.<br><img src=""000123.png"">  <br>Determine the future value given the present value by using the formula provided in the Engineering Economics section of the <em>NCEES Handbook</em>.<br><img src=""000549.png"">  <br>**<em>The answer is [latex](D\)[/latex].</em>**","ME_Exam,Problem_19"
"Equipment selection has been narrowed to two options with the parameters shown. The expected rate of return for the equipment is 8%.<br>      equipment  parameters 1 2   initial cost $50,000 $75,000  annual maintenance $15,000 $10,000  life expectancy [latex](yr\)[/latex] 10 15  salvage value $5000 $12,000  <br>Which of the following statements is true?<br><br>[latex](A\)[/latex]<br><br>Equipment 1 is more economical because it saves nearly $8500.<br><br>[latex](B\)[/latex]<br><br>Equipment 1 is more economical because it saves nearly $1200.<br><br>[latex](C\)[/latex]<br><br>Equipment 2 is more economical because it saves nearly $8500.<br><br>[latex](D\)[/latex]<br><br>Equipment 2 is more economical because it saves nearly $1200.","The problem presents two mutually exclusive alternatives, out of which one alternative must be selected. There is no “do nothing” choice. The income and expenses for each option are converted to the equivalent present values, also called the <em>P</em>-pattern. The given annual interest rate is 8%. The <em>P</em>-value is the present net equivalent value of the stream of all future incomes and expenses. The alternative with the lowest <em>P</em>-value is selected.<br><br>The <em>P</em>-pattern values of a single future payment [latex](<em>P</em> given <em>F</em>\)[/latex] and the stream of future payments [latex](<em>P</em> given <em>A</em>\)[/latex] are tabulated in the <em>NCEES Handbook</em>, in the Engineering Economics section. Select the interest rate table for <em>i</em> = 8%.<br><br>*<em>step 1: </em><em><br><br>For equipment 1, its useful life is 10 years. Therefore, read two factor values for </em>n<em> = 10 in the table. The factor value </em>P<em>/</em>F<em> is used to convert the future salvage value to the present income value. The factor value </em>P<em>/</em>A<em> is used to convert the annual maintenance values to a single present expense.<br><br>Calculate the present worth, </em>P<em>1, for the first equipment option.<br><img src=""000045.png""> <br><br></em><em>step 2: <br><br>The present worth, </em>P<em>2, for the second equipment option is<br><img src=""000471.png""> <br><br></em><em>step 3: <br><br>Select the equipment that costs less. Equipment 1 costs less than equipment 2. Therefore, it is a better choice. Determine the difference in cost.<br><img src=""000413.png""><br><br></em>*<em>The answer is A.</em>**","ME_Exam,Problem_20"
"A tollway authority at present charges $3.00 as a toll fee and is considering raising the toll fee. A total of 20,000 motorists use the road daily. It is estimated that for each $0.25 increase in the toll, 1000 fewer motorists will use the toll road. The toll fee increase that will maximize the authority’s income is most nearly<br><br>[latex](A\)[/latex]<br><br>$1.00<br><br>[latex](B\)[/latex]<br><br>$1.50<br><br>[latex](C\)[/latex]<br><br>$1.75<br><br>[latex](D\)[/latex]<br><br>$2.25","This is an optimization problem in which the effect of each toll fee increment must be evaluated. From the Differential Calculus section of Mathematics in the <em>NCEES Handbook</em>, the function <em>y</em> = <em>f</em>[latex](<em>x</em>\)[/latex] is a maximum for <em>x</em> = <em>a</em> if <em>f′</em>[latex](<em>a</em>\)[/latex] = 0 and <em>f</em> ′′[latex](<em>a</em>\)[/latex] < 0.<br><br>Let <em>x</em> be the number of $0.25 fee increases needed to fully optimize the fee.<br><img src=""000516.png""> <img src=""000352.png""> <br>Check the second condition.<br><img src=""000092.png""> <br>Both maxima conditions are met. The income is maximized when the authority increases the charge by 4 × $0.25 = $1.00. A graph of the optimal toll increase versus income is shown.<br><img src=""000702.png"">  <br>**<em>The answer is [latex](A\)[/latex].</em>**","ME_Exam,Problem_21"
"Two alternatives for constructing a project are being considered. Alternative A costs $1 million initially and $100,000 in service and maintenance each year. Alternative B costs $1.8 million and $65,000 in service and maintenance each year. The project is expected to have no salvage value after a service life of 25 years, and the expected interest rate is zero. Which of the options should be used?<br><br>[latex](A\)[/latex]<br><br>alternative A<br><br>[latex](B\)[/latex]<br><br>alternative B<br><br>[latex](C\)[/latex]<br><br>either alternative A or B<br><br>[latex](D\)[/latex]<br><br>neither alternative A nor B","The life-cycle cost equations for alternatives A and B [latex](in millions of dollars\)[/latex] are<br><img src=""000550.png""> <br>Let <em>t</em> be the number of years after construction. The break-even point will occur when the values of the two alternatives are equal. Set the two equations equal to each other, and solve for <em>t</em>.<br><img src=""000133.png""> <br>After 22.86 years of service life, alternative B becomes more economical, as shown.<br><img src=""000348.png"">  <br>As the expected life cycle of the project is 25 years, alternative B should be used.<br><br>**<em>The answer is [latex](B\)[/latex].</em>**","ME_Exam,Problem_22"
"A piece of equipment is valued at $100,000. The equipment’s value is depreciated at a rate of 10% per year. The book value after 10 years is most nearly<br><br>[latex](A\)[/latex]<br><br>$0<br><br>[latex](B\)[/latex]<br><br>$35,000<br><br>[latex](C\)[/latex]<br><br>$65,000<br><br>[latex](D\)[/latex]<br><br>$260,000","The problem involves a single lump-sum investment of $100,000 now. The investment will lose its value at a rate of 10% compounded annually. Therefore, the problem requires converting the present payment value <em>P</em> to its future worth <em>F</em> after <em>n</em> interest periods at an interest rate of <em>I</em> per interest period. However, the interest rate is negative, and the value is declining since the equipment value is depreciating.<br><img src=""000716.png"">  <br>There is no factor table provided in the <em>NCEES Handbook</em> for depreciation or declining rates. Therefore, use the relationship<br><img src=""000501.png""> <br>**<em>The answer is [latex](B\)[/latex].</em>**","ME_Exam,Problem_23"
"A contractor buys equipment at a cost of $150,000. After six years, its salvage value is estimated to be $10,000. Interest on the loan for the equipment is 8%. The annual cost is most nearly<br><br>[latex](A\)[/latex]<br><br>$23,000<br><br>[latex](B\)[/latex]<br><br>$29,000<br><br>[latex](C\)[/latex]<br><br>$31,000<br><br>[latex](D\)[/latex]<br><br>$34,000","Draw the timeline of cash flow as shown.<br><img src=""000284.png"">  <br>Use the factor tables given in the Engineering Economics section of the <em>NCEES Handbook</em> to determine the annual cost.<br><img src=""000002.png""> <br>**<em>The answer is [latex](C\)[/latex].</em>**","ME_Exam,Problem_24"
"A circuit is shown.<br><img src=""000575.png"">  <br>The current in the 10 Ω resistor is most nearly<br><br>[latex](A\)[/latex]<br><br>0.43 A<br><br>[latex](B\)[/latex]<br><br>1.53 A<br><br>[latex](C\)[/latex]<br><br>1.96 A<br><br>[latex](D\)[/latex]<br><br>2.50 A","The circuit has two loops. Assume loop currents as <em>I</em>1 and <em>I</em>2, as shown. More than one path exists for current to flow in the circuit.<br><img src=""000316.png"">  <br>Considering the conservation of energy in electrical circuits, use Kirchhoff’s voltage law [latex](KVL\)[/latex]. KVL states that the sum of the rises and drops in voltage around any closed path in an electrical circuit must be zero. In other words,<br><img src=""000349.png""> <br>The loops have resistors which absorb energy. Apply Ohm’s law.<br><img src=""000076.png""> <br><em>V</em> is the voltage in volts, <em>I</em> is the current in amperes, and <em>R</em> is the resistance in ohms. Write an equation for voltage equilibrium for each loop in voltage.<br><br>For loop 1,<br><img src=""000620.png""> <br>For loop 2,<br><img src=""000461.png""> <br>Solving the simultaneous equations gives <em>I</em>1 = 1.96 A and <em>I</em>2 = 0.43 A.<br><br>Both current values are positive, which indicates that the assumed current directions are correct. The current in 10 Ω resistor is the difference between the two currents.<br><img src=""000193.png""> <br>**<em>The answer is B.</em>**","ME_Exam,Problem_25"
